Restaurant_Name,Dining_Rating,Delivery_Rating,Dining_Votes,Delivery_Votes,Cuisine,Place_Name,City,Item_Name,Best_Seller,Votes,Prices,Average_Rating,Total_Votes,Price_per_Vote,Log_Price,Is_Bestseller,Restaurant_Popularity,Avg_Rating_Restaurant,Avg_Price_Restaurant,Avg_Rating_Cuisine,Avg_Price_Cuisine,Avg_Rating_City,Avg_Price_City,Is_Highly_Rated,Is_Expensive
Italian Pizzeria,4,3.5,325,0,Shake,Mehdipatnam, Hyderabad,Banana Milkshake,NONE,0,130,3.75,325,130,4.875197323,1,178,3.75,179.5505618,3.913401264,188.8196326,3.939031141,245.1304823,0,0
Italian Pizzeria,4,3.5,325,0,Shake,Mehdipatnam, Hyderabad,Litchi Milkshake,NONE,0,130,3.75,325,130,4.875197323,1,178,3.75,179.5505618,3.913401264,188.8196326,3.939031141,245.1304823,0,0
Italian Pizzeria,4,3.5,325,0,Shake,Mehdipatnam, Hyderabad,Blueberry Milkshake,NONE,0,160,3.75,325,160,5.081404365,1,178,3.75,179.5505618,3.913401264,188.8196326,3.939031141,245.1304823,0,0
Italian Pizzeria,4,3.5,325,0,Shake,Mehdipatnam, Hyderabad,Blackcurrant and Blue Berry Milkshake,NONE,0,160,3.75,325,160,5.081404365,1,178,3.75,179.5505618,3.913401264,188.8196326,3.939031141,245.1304823,0,0
Italian Pizzeria,4,3.5,325,0,Shake,Mehdipatnam, Hyderabad,Blueberry and Banana Milkshake,NONE,0,170,3.75,325,170,5.141663557,1,178,3.75,179.5505618,3.913401264,188.8196326,3.939031141,245.1304823,0,0
Italian Pizzeria,4,3.5,325,0,Shake,Mehdipatnam, Hyderabad,Mango and Litchi Milkshake,NONE,0,140,3.75,325,140,4.94875989,1,178,3.75,179.5505618,3.913401264,188.8196326,3.939031141,245.1304823,0,0
Italian Pizzeria,4,3.5,325,0,Shake,Mehdipatnam, Hyderabad,Mango and Strawberry Milkshake,NONE,0,140,3.75,325,140,4.94875989,1,178,3.75,179.5505618,3.913401264,188.8196326,3.939031141,245.1304823,0,0
Al Rabea Mandi House,3.822264031,4.3,1,198,Mandi,Charminar, Hyderabad,Chicken Mandi,MUST TRY,146,300,4.061132016,199,2.040816327,5.707110265,1,14,4.061132016,466.4285714,3.756105398,213.7967126,3.939031141,245.1304823,1,1
Al Rabea Mandi House,3.822264031,4.3,1,198,Mandi,Charminar, Hyderabad,Chicken Faham Mandi,BESTSELLER,33,350,4.061132016,199,10.29411765,5.860786223,1,14,4.061132016,466.4285714,3.756105398,213.7967126,3.939031141,245.1304823,1,1
Al Rabea Mandi House,3.822264031,4.3,1,198,Mandi,Charminar, Hyderabad,Prawns Mandi,MUST TRY,0,440,4.061132016,199,440,6.089044875,1,14,4.061132016,466.4285714,3.756105398,213.7967126,3.939031141,245.1304823,1,1
Al Rabea Mandi House,3.822264031,4.3,1,198,Mandi,Charminar, Hyderabad,Batair Mandi,MUST TRY,9,300,4.061132016,199,30,5.707110265,1,14,4.061132016,466.4285714,3.756105398,213.7967126,3.939031141,245.1304823,1,1
Al Rabea Mandi House,3.822264031,4.3,1,198,Mandi,Charminar, Hyderabad,Mutton Mandi,MUST TRY,0,500,4.061132016,199,500,6.216606101,1,14,4.061132016,466.4285714,3.756105398,213.7967126,3.939031141,245.1304823,1,1
Al Rabea Mandi House,3.822264031,4.3,1,198,Mandi,Charminar, Hyderabad,Fish Mandi,MUST TRY,0,450,4.061132016,199,450,6.11146734,1,14,4.061132016,466.4285714,3.756105398,213.7967126,3.939031141,245.1304823,1,1
Al Rabea Mandi House,3.822264031,4.3,1,198,Mandi,Charminar, Hyderabad,Chicken Mandi,BESTSELLER,146,300,4.061132016,199,2.040816327,5.707110265,1,14,4.061132016,466.4285714,3.756105398,213.7967126,3.939031141,245.1304823,1,1
Al Rabea Mandi House,3.822264031,4.3,1,198,Mandi,Charminar, Hyderabad,Chicken Faham Mandi,BESTSELLER,33,350,4.061132016,199,10.29411765,5.860786223,1,14,4.061132016,466.4285714,3.756105398,213.7967126,3.939031141,245.1304823,1,1
Al Rabea Mandi House,3.822264031,4.3,1,198,Mandi,Charminar, Hyderabad,Mutton Mandi,BESTSELLER,0,500,4.061132016,199,500,6.216606101,1,14,4.061132016,466.4285714,3.756105398,213.7967126,3.939031141,245.1304823,1,1
Al Rabea Mandi House,3.822264031,4.3,1,198,Mandi,Charminar, Hyderabad,Mutton Mandi Gravy Lamb,NONE,0,550,4.061132016,199,550,6.311734809,1,14,4.061132016,466.4285714,3.756105398,213.7967126,3.939031141,245.1304823,1,1
Al Rabea Mandi House,3.822264031,4.3,1,198,Mandi,Charminar, Hyderabad,Mixed Platter Mandi Lamb,NONE,0,1300,4.061132016,199,1300,7.170888479,1,14,4.061132016,466.4285714,3.756105398,213.7967126,3.939031141,245.1304823,1,1
Al Rabea Mandi House,3.822264031,4.3,1,198,Mandi,Charminar, Hyderabad,Fish Mandi,NONE,0,450,4.061132016,199,450,6.11146734,1,14,4.061132016,466.4285714,3.756105398,213.7967126,3.939031141,245.1304823,1,1
Al Rabea Mandi House,3.822264031,4.3,1,198,Mandi,Charminar, Hyderabad,Prawns Mandi,NONE,0,440,4.061132016,199,440,6.089044875,1,14,4.061132016,466.4285714,3.756105398,213.7967126,3.939031141,245.1304823,1,1
Al Rabea Mandi House,3.822264031,4.3,1,198,Mandi,Charminar, Hyderabad,Batair Mandi,CHEF'S SPECIAL,9,300,4.061132016,199,30,5.707110265,1,14,4.061132016,466.4285714,3.756105398,213.7967126,3.939031141,245.1304823,1,1
Govind Dosa,4.4,3.5,997,0,South Indian,Charminar, Hyderabad,Govind Dosa,MUST TRY,205,75,3.95,997,0.36407767,4.33073334,1,68,3.95,89.48529412,3.825838494,188.5909589,3.939031141,245.1304823,0,0
Govind Dosa,4.4,3.5,997,0,South Indian,Charminar, Hyderabad,Pizza Dosa,MUST TRY,54,135,3.95,997,2.454545455,4.912654886,1,68,3.95,89.48529412,3.825838494,188.5909589,3.939031141,245.1304823,0,0
Govind Dosa,4.4,3.5,997,0,South Indian,Charminar, Hyderabad,Plain idly,NONE,373,45,3.95,997,0.120320856,3.828641396,1,68,3.95,89.48529412,3.825838494,188.5909589,3.939031141,245.1304823,0,0
Govind Dosa,4.4,3.5,997,0,South Indian,Charminar, Hyderabad,Butter Dosa,BESTSELLER,119,75,3.95,997,0.625,4.33073334,1,68,3.95,89.48529412,3.825838494,188.5909589,3.939031141,245.1304823,0,0
Govind Dosa,4.4,3.5,997,0,South Indian,Charminar, Hyderabad,Onion Dosa,BESTSELLER,56,60,3.95,997,1.052631579,4.110873864,1,68,3.95,89.48529412,3.825838494,188.5909589,3.939031141,245.1304823,0,0
Govind Dosa,4.4,3.5,997,0,South Indian,Charminar, Hyderabad,Plain Wada,NONE,190,40,3.95,997,0.209424084,3.713572067,1,68,3.95,89.48529412,3.825838494,188.5909589,3.939031141,245.1304823,0,0
Govind Dosa,4.4,3.5,997,0,South Indian,Charminar, Hyderabad,Paneer Cheese Dosa,BESTSELLER,35,110,3.95,997,3.055555556,4.709530201,1,68,3.95,89.48529412,3.825838494,188.5909589,3.939031141,245.1304823,0,0
Govind Dosa,4.4,3.5,997,0,South Indian,Charminar, Hyderabad,Butter Idly,BESTSELLER,26,70,3.95,997,2.592592593,4.262679877,1,68,3.95,89.48529412,3.825838494,188.5909589,3.939031141,245.1304823,0,0
Govind Dosa,4.4,3.5,997,0,South Indian,Charminar, Hyderabad,Cheese Dosa,NONE,19,90,3.95,997,4.5,4.510859507,1,68,3.95,89.48529412,3.825838494,188.5909589,3.939031141,245.1304823,0,0
Govind Dosa,4.4,3.5,997,0,South Indian,Charminar, Hyderabad,Tawa Wada,MUST TRY,37,75,3.95,997,1.973684211,4.33073334,1,68,3.95,89.48529412,3.825838494,188.5909589,3.939031141,245.1304823,0,0
Govind Dosa,4.4,3.5,997,0,South Indian,Charminar, Hyderabad,Tawa Idly,MUST TRY,81,70,3.95,997,0.853658537,4.262679877,1,68,3.95,89.48529412,3.825838494,188.5909589,3.939031141,245.1304823,0,0
Govind Dosa,4.4,3.5,997,0,South Indian,Charminar, Hyderabad,Shezwan Cheese Dosa,MUST TRY,0,130,3.95,997,130,4.875197323,1,68,3.95,89.48529412,3.825838494,188.5909589,3.939031141,245.1304823,0,0
Govind Dosa,4.4,3.5,997,0,South Indian,Charminar, Hyderabad,Shezwan Paneer Dosa,NONE,6,130,3.95,997,18.57142857,4.875197323,1,68,3.95,89.48529412,3.825838494,188.5909589,3.939031141,245.1304823,0,0
Govind Dosa,4.4,3.5,997,0,South Indian,Charminar, Hyderabad,Cheese Burst Dosa,CHEF'S SPECIAL,19,130,3.95,997,6.5,4.875197323,1,68,3.95,89.48529412,3.825838494,188.5909589,3.939031141,245.1304823,0,0
Govind Dosa,4.4,3.5,997,0,South Indian,Charminar, Hyderabad,Paneer Dosa,BESTSELLER,41,90,3.95,997,2.142857143,4.510859507,1,68,3.95,89.48529412,3.825838494,188.5909589,3.939031141,245.1304823,0,0
Govind Dosa,4.4,3.5,997,0,South Indian,Charminar, Hyderabad,Cheese Idly,MUST TRY,0,90,3.95,997,90,4.510859507,1,68,3.95,89.48529412,3.825838494,188.5909589,3.939031141,245.1304823,0,0
Govind Dosa,4.4,3.5,997,0,South Indian,Charminar, Hyderabad,Uthappa,NONE,28,75,3.95,997,2.586206897,4.33073334,1,68,3.95,89.48529412,3.825838494,188.5909589,3.939031141,245.1304823,0,0
Govind Dosa,4.4,3.5,997,0,South Indian,Charminar, Hyderabad,Wada Sambar,NONE,20,50,3.95,997,2.380952381,3.931825633,1,68,3.95,89.48529412,3.825838494,188.5909589,3.939031141,245.1304823,0,0
Govind Dosa,4.4,3.5,997,0,South Indian,Charminar, Hyderabad,Idly 65,MUST TRY,17,90,3.95,997,5,4.510859507,1,68,3.95,89.48529412,3.825838494,188.5909589,3.939031141,245.1304823,0,0
Govind Dosa,4.4,3.5,997,0,South Indian,Charminar, Hyderabad,Spot Idly,MUST TRY,9,110,3.95,997,11,4.709530201,1,68,3.95,89.48529412,3.825838494,188.5909589,3.939031141,245.1304823,0,0
Universal Al Mataam Mandi Kebab & Biryani,3.9,3.7,288,0,Kebab,Yousufguda, Hyderabad,Butter Naan,NONE,47,35,3.8,288,0.729166667,3.583518938,1,129,3.8,244.2093023,3.907036605,318.3228258,3.939031141,245.1304823,0,0
Universal Al Mataam Mandi Kebab & Biryani,3.9,3.7,288,0,Kebab,Yousufguda, Hyderabad,Veg Soft Noodles,NONE,8,129,3.8,288,14.33333333,4.86753445,1,129,3.8,244.2093023,3.907036605,318.3228258,3.939031141,245.1304823,0,0
Universal Al Mataam Mandi Kebab & Biryani,3.9,3.7,288,0,Kebab,Yousufguda, Hyderabad,Egg Soft Noodles,NONE,0,159,3.8,288,159,5.075173815,1,129,3.8,244.2093023,3.907036605,318.3228258,3.939031141,245.1304823,0,0
Universal Al Mataam Mandi Kebab & Biryani,3.9,3.7,288,0,Kebab,Yousufguda, Hyderabad,Chicken Soft Noodles,BESTSELLER,70,159,3.8,288,2.23943662,5.075173815,1,129,3.8,244.2093023,3.907036605,318.3228258,3.939031141,245.1304823,0,0
Universal Al Mataam Mandi Kebab & Biryani,3.9,3.7,288,0,Kebab,Yousufguda, Hyderabad,Schezwan Chicken Noodles,NONE,27,199,3.8,288,7.107142857,5.298317367,1,129,3.8,244.2093023,3.907036605,318.3228258,3.939031141,245.1304823,0,0
Universal Al Mataam Mandi Kebab & Biryani,3.9,3.7,288,0,Kebab,Yousufguda, Hyderabad,Universal Special Kaju Rice,NONE,9,179,3.8,288,17.9,5.192956851,1,129,3.8,244.2093023,3.907036605,318.3228258,3.939031141,245.1304823,0,0
Universal Al Mataam Mandi Kebab & Biryani,3.9,3.7,288,0,Kebab,Yousufguda, Hyderabad,Veg Fried Rice,NONE,7,129,3.8,288,16.125,4.86753445,1,129,3.8,244.2093023,3.907036605,318.3228258,3.939031141,245.1304823,0,0
Universal Al Mataam Mandi Kebab & Biryani,3.9,3.7,288,0,Kebab,Yousufguda, Hyderabad,Jeera Rice,NONE,11,129,3.8,288,10.75,4.86753445,1,129,3.8,244.2093023,3.907036605,318.3228258,3.939031141,245.1304823,0,0
Universal Al Mataam Mandi Kebab & Biryani,3.9,3.7,288,0,Kebab,Yousufguda, Hyderabad,Egg Fried Rice,NONE,13,159,3.8,288,11.35714286,5.075173815,1,129,3.8,244.2093023,3.907036605,318.3228258,3.939031141,245.1304823,0,0
Universal Al Mataam Mandi Kebab & Biryani,3.9,3.7,288,0,Kebab,Yousufguda, Hyderabad,Universal Special Kaju Chicken Fried Rice,BESTSELLER,90,199,3.8,288,2.186813187,5.298317367,1,129,3.8,244.2093023,3.907036605,318.3228258,3.939031141,245.1304823,0,0
Universal Al Mataam Mandi Kebab & Biryani,3.9,3.7,288,0,Kebab,Yousufguda, Hyderabad,Chicken Fried Rice,BESTSELLER,100,159,3.8,288,1.574257426,5.075173815,1,129,3.8,244.2093023,3.907036605,318.3228258,3.939031141,245.1304823,0,0
Universal Al Mataam Mandi Kebab & Biryani,3.9,3.7,288,0,Kebab,Yousufguda, Hyderabad,Schezwan Chicken Fried Rice,NONE,22,199,3.8,288,8.652173913,5.298317367,1,129,3.8,244.2093023,3.907036605,318.3228258,3.939031141,245.1304823,0,0
Universal Al Mataam Mandi Kebab & Biryani,3.9,3.7,288,0,Kebab,Yousufguda, Hyderabad,Mix Fried Rice,NONE,0,229,3.8,288,229,5.438079309,1,129,3.8,244.2093023,3.907036605,318.3228258,3.939031141,245.1304823,0,0
Universal Al Mataam Mandi Kebab & Biryani,3.9,3.7,288,0,Kebab,Yousufguda, Hyderabad,Chicken Rumali Shawarma [Serves 1],NONE,261,109,3.8,288,0.416030534,4.700480366,1,129,3.8,244.2093023,3.907036605,318.3228258,3.939031141,245.1304823,0,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Tandoori Tortilla Wrap,NONE,0,120,4.011132016,0,120,4.795790546,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Veg Puff,NONE,189,20,4.011132016,0,0.105263158,3.044522438,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Egg Puff,NONE,324,20,4.011132016,0,0.061538462,3.044522438,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Chicken Puff Roll,NONE,330,30,4.011132016,0,0.090634441,3.433987204,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,French Fries,BESTSELLER,568,90,4.011132016,0,0.158172232,4.510859507,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Pineapple Pastry,NONE,88,30,4.011132016,0,0.337078652,3.433987204,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,White Forest Pastry,NONE,36,45,4.011132016,0,1.216216216,3.828641396,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Butterscotch Pastry,NONE,43,45,4.011132016,0,1.022727273,3.828641396,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Strawberry Pastry,NONE,42,45,4.011132016,0,1.046511628,3.828641396,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Mango Pastry,NONE,26,45,4.011132016,0,1.666666667,3.828641396,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Choco Chips Pastry,NONE,101,50,4.011132016,0,0.490196078,3.931825633,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Litchi Pastry,NONE,11,45,4.011132016,0,3.75,3.828641396,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Choco Crunch Pastry,NONE,0,50,4.011132016,0,50,3.931825633,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Choco Rice Pastry,NONE,39,50,4.011132016,0,1.25,3.931825633,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Rasmalai Pastry,NONE,554,50,4.011132016,0,0.09009009,3.931825633,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Black Forest Pastry,NONE,207,50,4.011132016,0,0.240384615,3.931825633,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Dry Fruit Pastry,NONE,0,50,4.011132016,0,50,3.931825633,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Choco lawa,NONE,344,55,4.011132016,0,0.15942029,4.025351691,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Chocolate Almond Pastry,NONE,7,55,4.011132016,0,6.875,4.025351691,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Date by Chocolate Pastry,NONE,29,60,4.011132016,0,2,4.110873864,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Red velvet pastry,NONE,55,65,4.011132016,0,1.160714286,4.189654742,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Plum Cake,NONE,16,95,4.011132016,0,5.588235294,4.564348191,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Pineapple Cake,NONE,100,400,4.011132016,0,3.96039604,5.993961427,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,1
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Butterscotch Cake,NONE,63,280,4.011132016,0,4.375,5.638354669,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Lychee Cake,NONE,5,280,4.011132016,0,46.66666667,5.638354669,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Strawberry Cake,NONE,5,280,4.011132016,0,46.66666667,5.638354669,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Chocolate Cake,BESTSELLER,84,320,4.011132016,0,3.764705882,5.771441123,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,1
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Dry Fruit Cake,NONE,27,300,4.011132016,0,10.71428571,5.707110265,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,1
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Fresh Fruit Cake,NONE,7,525,4.011132016,0,65.625,6.265301213,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,1
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Death By Chocolate Cake,NONE,42,375,4.011132016,0,8.720930233,5.929589143,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,1
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Mango Cake,NONE,0,280,4.011132016,0,280,5.638354669,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,White Forest Cake,NONE,38,290,4.011132016,0,7.435897436,5.673323267,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Almond Cake,NONE,0,325,4.011132016,0,325,5.786897381,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,1
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Pista Cake,NONE,7,325,4.011132016,0,40.625,5.786897381,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,1
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Fruit and Nut Cake,NONE,0,625,4.011132016,0,625,6.439350371,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,1
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Rasmalai Cake,NONE,23,375,4.011132016,0,15.625,5.929589143,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,1
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Black Forest Cake,NONE,60,320,4.011132016,0,5.245901639,5.771441123,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,1
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Chocolate Donuts,NONE,952,40,4.011132016,0,0.041972718,3.713572067,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Coconut Almond Cookies,NONE,0,95,4.011132016,0,95,4.564348191,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Makroom Biscuit [250 grams],NONE,38,95,4.011132016,0,2.435897436,4.564348191,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Butter Biscuit [250 grams],NONE,10,95,4.011132016,0,8.636363636,4.564348191,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Moon Biscuit [250 grams],NONE,20,95,4.011132016,0,4.523809524,4.564348191,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Choclate Kaju Biscuit[250 grams],NONE,34,95,4.011132016,0,2.714285714,4.564348191,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Kaju Badam Biscuit[250 grams],NONE,44,95,4.011132016,0,2.111111111,4.564348191,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Osmania Bicuit,NONE,55,150,4.011132016,0,2.678571429,5.017279837,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Fruit Biscuit [500 grams],NONE,18,170,4.011132016,0,8.947368421,5.141663557,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Khara Biscuit,NONE,24,140,4.011132016,0,5.6,4.94875989,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Chocolate Muffin [4 Pieces],NONE,25,65,4.011132016,0,2.5,4.189654742,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Milk Toast [250 grams],NONE,54,60,4.011132016,0,1.090909091,4.110873864,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Tutty Fruity Toast [250 grams],NONE,50,60,4.011132016,0,1.176470588,4.110873864,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Finger Toast [250 grams],NONE,17,60,4.011132016,0,3.333333333,4.110873864,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,Multigrain Toast [250 grams],NONE,40,60,4.011132016,0,1.463414634,4.110873864,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
MS Bakery & Sweets,3.822264031,4.2,0,0,Pizza,Falaknuma, Hyderabad,D Toast Plain [250 grams],NONE,0,60,4.011132016,0,60,4.110873864,1,140,4.011132016,177.5928571,3.885698266,208.9395108,3.939031141,245.1304823,1,0
New Grand Restaurant & Bakery,4,4,129,0,Bakery,Begum Bazaar, Hyderabad,Mini Chicken 65 Biryani,BESTSELLER,162,130,4,129,0.797546012,4.875197323,1,256,4,136.515625,4.069201357,239.9029779,3.939031141,245.1304823,1,0
New Grand Restaurant & Bakery,4,4,129,0,Bakery,Begum Bazaar, Hyderabad,Chicken Soft Noodles [Chinese Style],BESTSELLER,62,100,4,129,1.587301587,4.615120517,1,256,4,136.515625,4.069201357,239.9029779,3.939031141,245.1304823,1,0
